publisher,event_label,n_articles,flag_low_coverage,section,language,pct,n_protest,n_control,ratio_protest_to_control,flag_imbalanced,ideology_score,ideology_bin
The Globe and Mail,,158.0,,E_ideological_balance,,,,,,,,
Los Angeles Times,,150.0,,E_ideological_balance,,,,,,,,
es,,150.0,,E_ideological_balance,,,,,,,,
The Guardian,,144.0,,E_ideological_balance,,,,,,,,
Le Figaro,,139.0,,E_ideological_balance,,,,,,,,
Washington Post,,131.0,,E_ideological_balance,,,,,,,,
Reuters,,108.0,,E_ideological_balance,,,,,,,0.0,centre
The New Yorker,,96.0,,E_ideological_balance,,,,,,,,
CBC News,,74.0,,E_ideological_balance,,,,,,,,
Associated Press News,,67.0,,E_ideological_balance,,,,,,,,
Rolling Stone,,59.0,,E_ideological_balance,,,,,,,,
The Intercept,,51.0,,E_ideological_balance,,,,,,,,
Die Zeit,,40.0,,E_ideological_balance,,,,,,,,
El País,,9.0,,E_ideological_balance,,,,,,,,
