publisher,event_label,is_control,topic_label,n_articles,total_articles,topic_share_pct
es,Polish_Womens_Strike_2020,False,7_company_product_product marketing_marketing,1,50,2.0
i,Polish_Womens_Strike_2020,False,-1_trump_dass_er_000,13,50,26.0
i,Polish_Womens_Strike_2020,False,8_halloween_pumpkin_trick_moon,13,50,26.0
i,Polish_Womens_Strike_2020,False,11_corbyn_labour_party_anti,6,50,12.0
i,Polish_Womens_Strike_2020,False,27_show_nathan_sister_series,5,50,10.0
i,Polish_Womens_Strike_2020,False,2_ich_je_jarrett_art,5,50,10.0
i,Polish_Womens_Strike_2020,False,1_covid_cases_covid 19_19,2,50,4.0
i,Polish_Womens_Strike_2020,False,29_land_south_africa_south africa,1,50,2.0
i,Polish_Womens_Strike_2020,False,31_cannabis_art_terry_talbot,1,50,2.0
i,Polish_Womens_Strike_2020,False,3_league_arsenal_premier league_season,1,50,2.0
i,Polish_Womens_Strike_2020,False,4_biden_trump_president_joe,1,50,2.0
i,Polish_Womens_Strike_2020,False,6_students_school_student_schools,1,50,2.0
i,Polish_Womens_Strike_2020,False,9_plants_garden_binoculars_flowers,1,50,2.0
