publisher,event_label,is_control,topic_label,n_articles,total_articles,topic_share_pct
Euronews (EN),Swiss_Womens_Strike_2019,False,"Earnings, Earnings snapshot, Stocks",3,50,6.0
Euronews (EN),Swiss_Womens_Strike_2019,False,"Elon musk, Tiktok, Twitter",2,50,4.0
Euronews (EN),Swiss_Womens_Strike_2019,False,"Guerre, Krieg, Ukraine",6,50,12.0
Euronews (EN),Swiss_Womens_Strike_2019,False,"Liverpool, Transfer, Utd",2,50,4.0
Euronews (EN),Swiss_Womens_Strike_2019,False,"Nato, Putin, Russians",5,50,10.0
Euronews (EN),Women_Life_Freedom_2022,False,"Biden, Death, France",9,50,18.0
Euronews (EN),Women_Life_Freedom_2022,False,"Bill gates, Coronavirus, Vaccine",1,50,2.0
Euronews (EN),Women_Life_Freedom_2022,False,"Boat, Border, Migrants",2,50,4.0
Euronews (EN),Women_Life_Freedom_2022,False,"Cancels, Floyd, John",1,50,2.0
Euronews (EN),Women_Life_Freedom_2022,False,"Carl, Comic relief, Katie",6,50,12.0
Euronews (EN),Women_Life_Freedom_2022,False,"Cia, Jet, Spy",1,50,2.0
Euronews (EN),Women_Life_Freedom_2022,False,"Climate change, Fiona, Hurricane",3,50,6.0
Euronews (EN),Women_Life_Freedom_2022,False,"Earnings, Earnings snapshot, Stocks",4,50,8.0
Euronews (EN),Women_Life_Freedom_2022,False,"Guerre, Krieg, Ukraine",2,50,4.0
Euronews (EN),Women_Life_Freedom_2022,False,"Launch, Nasa, Rocket",1,50,2.0
Euronews (EN),Women_Life_Freedom_2022,False,"Liverpool, Transfer, Utd",2,50,4.0
Euronews (EN),Women_Life_Freedom_2022,False,"Meloni, Nigeria, Philippines",7,50,14.0
Euronews (EN),Women_Life_Freedom_2022,False,"Missile, North korea, Taiwan",1,50,2.0
Euronews (EN),Women_Life_Freedom_2022,False,"Nato, Putin, Russians",10,50,20.0
Euronews (FR),Israeli_Womens_Protests_2023,False,"Biden, Death, France",22,50,44.0
Euronews (FR),Israeli_Womens_Protests_2023,False,"Elon musk, Tiktok, Twitter",2,50,4.0
Euronews (FR),Israeli_Womens_Protests_2023,False,"Guerre, Krieg, Ukraine",23,50,46.0
Euronews (FR),Israeli_Womens_Protests_2023,False,"Liverpool, Transfer, Utd",1,50,2.0
Euronews (FR),Israeli_Womens_Protests_2023,False,"Meloni, Nigeria, Philippines",1,50,2.0
Euronews (FR),Israeli_Womens_Protests_2023,False,"Nato, Putin, Russians",1,50,2.0
Euronews (FR),Polish_Womens_Strike_2020,False,"Biden, Death, France",22,49,44.9
Euronews (FR),Polish_Womens_Strike_2020,False,"Bill gates, Coronavirus, Vaccine",8,49,16.33
Euronews (FR),Polish_Womens_Strike_2020,False,"Guerre, Krieg, Ukraine",19,49,38.78
Euronews (FR),Roe_Leak_Protests_2022,False,"Biden, Death, France",16,50,32.0
Euronews (FR),Roe_Leak_Protests_2022,False,"Bill gates, Coronavirus, Vaccine",1,50,2.0
Euronews (FR),Roe_Leak_Protests_2022,False,"Guerre, Krieg, Ukraine",28,50,56.0
Euronews (FR),Roe_Leak_Protests_2022,False,"Liverpool, Transfer, Utd",2,50,4.0
Euronews (FR),Roe_Leak_Protests_2022,False,"Meloni, Nigeria, Philippines",3,50,6.0
Euronews (FR),Sarah_Everard_Vigils_2021,False,"Biden, Death, France",19,50,38.0
Euronews (FR),Sarah_Everard_Vigils_2021,False,"Bill gates, Coronavirus, Vaccine",10,50,20.0
Euronews (FR),Sarah_Everard_Vigils_2021,False,"Guerre, Krieg, Ukraine",21,50,42.0
Euronews (FR),Women_Life_Freedom_2022,False,"Biden, Death, France",16,50,32.0
Euronews (FR),Women_Life_Freedom_2022,False,"Carl, Comic relief, Katie",2,50,4.0
Euronews (FR),Women_Life_Freedom_2022,False,"Guerre, Krieg, Ukraine",28,50,56.0
Euronews (FR),Women_Life_Freedom_2022,False,"Launch, Nasa, Rocket",2,50,4.0
Euronews (FR),Women_Life_Freedom_2022,False,"Liverpool, Transfer, Utd",1,50,2.0
Euronews (FR),Women_Life_Freedom_2022,False,"Meloni, Nigeria, Philippines",1,50,2.0
Fox News,IWD_2018_Global,False,"Abortion, Election, Labour",7,50,14.0
Fox News,IWD_2018_Global,False,"Asian, Schools, Students",4,50,8.0
Fox News,IWD_2018_Global,False,"Biden, Death, France",19,50,38.0
Fox News,IWD_2018_Global,False,"Boat, Border, Migrants",2,50,4.0
Fox News,IWD_2018_Global,False,"Cancer, Fire, Nhs",1,50,2.0
Fox News,IWD_2018_Global,False,"Carl, Comic relief, Katie",3,50,6.0
Fox News,IWD_2018_Global,False,"Cia, Jet, Spy",3,50,6.0
Fox News,IWD_2018_Global,False,"Climate change, Fiona, Hurricane",1,50,2.0
Fox News,IWD_2018_Global,False,"Draft, Nba, Rangers",1,50,2.0
Fox News,IWD_2018_Global,False,"Earnings, Earnings snapshot, Stocks",1,50,2.0
Fox News,IWD_2018_Global,False,"Harvey, Sentenced, Teen",4,50,8.0
Fox News,IWD_2018_Global,False,"Missile, North korea, Taiwan",1,50,2.0
Fox News,IWD_2018_Global,False,"Nato, Putin, Russians",1,50,2.0
Fox News,IWD_2018_Global,False,"Plague, Pollen, Spring",2,50,4.0
Fox News,Israeli_Womens_Protests_2023,False,"Abortion, Election, Labour",6,50,12.0
Fox News,Israeli_Womens_Protests_2023,False,"Biden, Death, France",19,50,38.0
Fox News,Israeli_Womens_Protests_2023,False,"Bill gates, Coronavirus, Vaccine",2,50,4.0
Fox News,Israeli_Womens_Protests_2023,False,"Cancels, Floyd, John",1,50,2.0
Fox News,Israeli_Womens_Protests_2023,False,"Cancer, Fire, Nhs",4,50,8.0
Fox News,Israeli_Womens_Protests_2023,False,"Carl, Comic relief, Katie",2,50,4.0
Fox News,Israeli_Womens_Protests_2023,False,"Climate change, Fiona, Hurricane",2,50,4.0
Fox News,Israeli_Womens_Protests_2023,False,"Coffee, Daily, Walk",2,50,4.0
Fox News,Israeli_Womens_Protests_2023,False,"Draft, Nba, Rangers",3,50,6.0
Fox News,Israeli_Womens_Protests_2023,False,"Earnings, Earnings snapshot, Stocks",1,50,2.0
Fox News,Israeli_Womens_Protests_2023,False,"Elon musk, Tiktok, Twitter",2,50,4.0
Fox News,Israeli_Womens_Protests_2023,False,"Harvey, Sentenced, Teen",2,50,4.0
Fox News,Israeli_Womens_Protests_2023,False,"Lifts sail, Ships, Warming",1,50,2.0
Fox News,Israeli_Womens_Protests_2023,False,"Lisa, Mario batali, Sexual misconduct",3,50,6.0
Fox News,MeToo_Protests_2017,False,"Abortion, Election, Labour",1,50,2.0
Fox News,MeToo_Protests_2017,False,"Biden, Death, France",18,50,36.0
Fox News,MeToo_Protests_2017,False,"Boat, Border, Migrants",1,50,2.0
Fox News,MeToo_Protests_2017,False,"Carl, Comic relief, Katie",3,50,6.0
Fox News,MeToo_Protests_2017,False,"Climate change, Fiona, Hurricane",1,50,2.0
Fox News,MeToo_Protests_2017,False,"Draft, Nba, Rangers",13,50,26.0
Fox News,MeToo_Protests_2017,False,"Gift, Halloween, Star sign",2,50,4.0
Fox News,MeToo_Protests_2017,False,"Guerre, Krieg, Ukraine",1,50,2.0
Fox News,MeToo_Protests_2017,False,"Harvey, Sentenced, Teen",5,50,10.0
Fox News,MeToo_Protests_2017,False,"Lifts sail, Ships, Warming",1,50,2.0
Fox News,MeToo_Protests_2017,False,"Missile, North korea, Taiwan",3,50,6.0
Fox News,MeToo_Protests_2017,False,"Plague, Pollen, Spring",1,50,2.0
Fox News,Polish_Womens_Strike_2020,False,"Abortion, Election, Labour",12,50,24.0
Fox News,Polish_Womens_Strike_2020,False,"Appeals, Church england, Planet",1,50,2.0
Fox News,Polish_Womens_Strike_2020,False,"Biden, Death, France",27,50,54.0
Fox News,Polish_Womens_Strike_2020,False,"Bill gates, Coronavirus, Vaccine",3,50,6.0
Fox News,Polish_Womens_Strike_2020,False,"Carl, Comic relief, Katie",1,50,2.0
Fox News,Polish_Womens_Strike_2020,False,"Earnings, Earnings snapshot, Stocks",1,50,2.0
Fox News,Polish_Womens_Strike_2020,False,"Elon musk, Tiktok, Twitter",1,50,2.0
Fox News,Polish_Womens_Strike_2020,False,"Harvey, Sentenced, Teen",3,50,6.0
Fox News,Polish_Womens_Strike_2020,False,"Lifts sail, Ships, Warming",1,50,2.0
Fox News,Roe_Leak_Protests_2022,False,"Abortion, Election, Labour",15,50,30.0
Fox News,Roe_Leak_Protests_2022,False,"Biden, Death, France",14,50,28.0
Fox News,Roe_Leak_Protests_2022,False,"Boat, Border, Migrants",1,50,2.0
Fox News,Roe_Leak_Protests_2022,False,"Cancer, Fire, Nhs",1,50,2.0
Fox News,Roe_Leak_Protests_2022,False,"Carl, Comic relief, Katie",1,50,2.0
Fox News,Roe_Leak_Protests_2022,False,"Draft, Nba, Rangers",6,50,12.0
Fox News,Roe_Leak_Protests_2022,False,"Elon musk, Tiktok, Twitter",3,50,6.0
Fox News,Roe_Leak_Protests_2022,False,"Harvey, Sentenced, Teen",6,50,12.0
Fox News,Roe_Leak_Protests_2022,False,"Lisa, Mario batali, Sexual misconduct",1,50,2.0
Fox News,Roe_Leak_Protests_2022,False,"Meloni, Nigeria, Philippines",1,50,2.0
Fox News,Roe_Leak_Protests_2022,False,"Nato, Putin, Russians",1,50,2.0
Fox News,Sarah_Everard_Vigils_2021,False,"Abortion, Election, Labour",7,50,14.0
Fox News,Sarah_Everard_Vigils_2021,False,"Asian, Schools, Students",5,50,10.0
Fox News,Sarah_Everard_Vigils_2021,False,"Biden, Death, France",17,50,34.0
Fox News,Sarah_Everard_Vigils_2021,False,"Boat, Border, Migrants",2,50,4.0
Fox News,Sarah_Everard_Vigils_2021,False,"Carl, Comic relief, Katie",4,50,8.0
Fox News,Sarah_Everard_Vigils_2021,False,"Draft, Nba, Rangers",10,50,20.0
Fox News,Sarah_Everard_Vigils_2021,False,"Harvey, Sentenced, Teen",3,50,6.0
Fox News,Sarah_Everard_Vigils_2021,False,"Launch, Nasa, Rocket",1,50,2.0
Fox News,Sarah_Everard_Vigils_2021,False,"Missile, North korea, Taiwan",1,50,2.0
Fox News,Swiss_Womens_Strike_2019,False,"Abortion, Election, Labour",3,50,6.0
Fox News,Swiss_Womens_Strike_2019,False,"Appeals, Church england, Planet",1,50,2.0
Fox News,Swiss_Womens_Strike_2019,False,"Asian, Schools, Students",1,50,2.0
Fox News,Swiss_Womens_Strike_2019,False,"Biden, Death, France",23,50,46.0
Fox News,Swiss_Womens_Strike_2019,False,"Boat, Border, Migrants",3,50,6.0
Fox News,Swiss_Womens_Strike_2019,False,"Cancer, Fire, Nhs",1,50,2.0
Fox News,Swiss_Womens_Strike_2019,False,"Carl, Comic relief, Katie",2,50,4.0
Fox News,Swiss_Womens_Strike_2019,False,"Cia, Jet, Spy",1,50,2.0
Fox News,Swiss_Womens_Strike_2019,False,"Draft, Nba, Rangers",2,50,4.0
Fox News,Swiss_Womens_Strike_2019,False,"Earnings, Earnings snapshot, Stocks",2,50,4.0
Fox News,Swiss_Womens_Strike_2019,False,"Harvey, Sentenced, Teen",4,50,8.0
Fox News,Swiss_Womens_Strike_2019,False,"Launch, Nasa, Rocket",1,50,2.0
Fox News,Swiss_Womens_Strike_2019,False,"Lifts sail, Ships, Warming",2,50,4.0
Fox News,Swiss_Womens_Strike_2019,False,"Lisa, Mario batali, Sexual misconduct",1,50,2.0
Fox News,Swiss_Womens_Strike_2019,False,"Liverpool, Transfer, Utd",1,50,2.0
Fox News,Swiss_Womens_Strike_2019,False,"Plague, Pollen, Spring",2,50,4.0
Fox News,Women_Life_Freedom_2022,False,"Abortion, Election, Labour",9,50,18.0
Fox News,Women_Life_Freedom_2022,False,"Asian, Schools, Students",1,50,2.0
Fox News,Women_Life_Freedom_2022,False,"Biden, Death, France",6,50,12.0
Fox News,Women_Life_Freedom_2022,False,"Boat, Border, Migrants",3,50,6.0
Fox News,Women_Life_Freedom_2022,False,"Cancer, Fire, Nhs",1,50,2.0
Fox News,Women_Life_Freedom_2022,False,"Carl, Comic relief, Katie",2,50,4.0
Fox News,Women_Life_Freedom_2022,False,"Climate change, Fiona, Hurricane",1,50,2.0
Fox News,Women_Life_Freedom_2022,False,"Collision, Driver, Truck",1,50,2.0
Fox News,Women_Life_Freedom_2022,False,"Draft, Nba, Rangers",10,50,20.0
Fox News,Women_Life_Freedom_2022,False,"Guerre, Krieg, Ukraine",2,50,4.0
Fox News,Women_Life_Freedom_2022,False,"Harvey, Sentenced, Teen",4,50,8.0
Fox News,Women_Life_Freedom_2022,False,"Launch, Nasa, Rocket",1,50,2.0
Fox News,Women_Life_Freedom_2022,False,"Lifts sail, Ships, Warming",1,50,2.0
Fox News,Women_Life_Freedom_2022,False,"Liverpool, Transfer, Utd",1,50,2.0
Fox News,Women_Life_Freedom_2022,False,"Meloni, Nigeria, Philippines",1,50,2.0
Fox News,Women_Life_Freedom_2022,False,"Missile, North korea, Taiwan",2,50,4.0
Fox News,Women_Life_Freedom_2022,False,"Nato, Putin, Russians",3,50,6.0
Fox News,Women_Life_Freedom_2022,False,"Plague, Pollen, Spring",1,50,2.0
Frankfurter Allgemeine Zeitung,Israeli_Womens_Protests_2023,False,"Biden, Death, France",15,50,30.0
Frankfurter Allgemeine Zeitung,Israeli_Womens_Protests_2023,False,"Elon musk, Tiktok, Twitter",1,50,2.0
Frankfurter Allgemeine Zeitung,Israeli_Womens_Protests_2023,False,"Guerre, Krieg, Ukraine",34,50,68.0
Frankfurter Allgemeine Zeitung,Polish_Womens_Strike_2020,False,"Biden, Death, France",7,50,14.0
Frankfurter Allgemeine Zeitung,Polish_Womens_Strike_2020,False,"Bill gates, Coronavirus, Vaccine",2,50,4.0
Frankfurter Allgemeine Zeitung,Polish_Womens_Strike_2020,False,"Elon musk, Tiktok, Twitter",1,50,2.0
Frankfurter Allgemeine Zeitung,Polish_Womens_Strike_2020,False,"Guerre, Krieg, Ukraine",39,50,78.0
Frankfurter Allgemeine Zeitung,Polish_Womens_Strike_2020,False,"Meloni, Nigeria, Philippines",1,50,2.0
Frankfurter Allgemeine Zeitung,Roe_Leak_Protests_2022,False,"Abortion, Election, Labour",1,50,2.0
Frankfurter Allgemeine Zeitung,Roe_Leak_Protests_2022,False,"Biden, Death, France",17,50,34.0
Frankfurter Allgemeine Zeitung,Roe_Leak_Protests_2022,False,"Elon musk, Tiktok, Twitter",2,50,4.0
Frankfurter Allgemeine Zeitung,Roe_Leak_Protests_2022,False,"Guerre, Krieg, Ukraine",29,50,58.0
Frankfurter Allgemeine Zeitung,Roe_Leak_Protests_2022,False,"Meloni, Nigeria, Philippines",1,50,2.0
Frankfurter Allgemeine Zeitung,Sarah_Everard_Vigils_2021,False,"Biden, Death, France",18,50,36.0
Frankfurter Allgemeine Zeitung,Sarah_Everard_Vigils_2021,False,"Guerre, Krieg, Ukraine",32,50,64.0
Frankfurter Allgemeine Zeitung,Swiss_Womens_Strike_2019,False,"Biden, Death, France",17,50,34.0
Frankfurter Allgemeine Zeitung,Swiss_Womens_Strike_2019,False,"Guerre, Krieg, Ukraine",31,50,62.0
Frankfurter Allgemeine Zeitung,Swiss_Womens_Strike_2019,False,"Missile, North korea, Taiwan",1,50,2.0
Frankfurter Allgemeine Zeitung,Swiss_Womens_Strike_2019,False,"Nato, Putin, Russians",1,50,2.0
Frankfurter Allgemeine Zeitung,Women_Life_Freedom_2022,False,"Biden, Death, France",15,50,30.0
Frankfurter Allgemeine Zeitung,Women_Life_Freedom_2022,False,"Guerre, Krieg, Ukraine",32,50,64.0
Frankfurter Allgemeine Zeitung,Women_Life_Freedom_2022,False,"Liverpool, Transfer, Utd",1,50,2.0
Frankfurter Allgemeine Zeitung,Women_Life_Freedom_2022,False,"Meloni, Nigeria, Philippines",1,50,2.0
Frankfurter Allgemeine Zeitung,Women_Life_Freedom_2022,False,"Nato, Putin, Russians",1,50,2.0
La Vanguardia,Israeli_Womens_Protests_2023,False,"Biden, Death, France",4,50,8.0
La Vanguardia,Israeli_Womens_Protests_2023,False,"Guerre, Krieg, Ukraine",46,50,92.0
Le Figaro,Israeli_Womens_Protests_2023,False,"Biden, Death, France",18,50,36.0
Le Figaro,Israeli_Womens_Protests_2023,False,"Guerre, Krieg, Ukraine",31,50,62.0
Le Figaro,Israeli_Womens_Protests_2023,False,"Liverpool, Transfer, Utd",1,50,2.0
Le Figaro,Roe_Leak_Protests_2022,False,"Abortion, Election, Labour",1,50,2.0
Le Figaro,Roe_Leak_Protests_2022,False,"Biden, Death, France",21,50,42.0
Le Figaro,Roe_Leak_Protests_2022,False,"Elon musk, Tiktok, Twitter",1,50,2.0
Le Figaro,Roe_Leak_Protests_2022,False,"Guerre, Krieg, Ukraine",23,50,46.0
Le Figaro,Roe_Leak_Protests_2022,False,"Liverpool, Transfer, Utd",3,50,6.0
Le Figaro,Roe_Leak_Protests_2022,False,"Missile, North korea, Taiwan",1,50,2.0
Le Figaro,Women_Life_Freedom_2022,False,"Biden, Death, France",22,50,44.0
Le Figaro,Women_Life_Freedom_2022,False,"Guerre, Krieg, Ukraine",25,50,50.0
Le Figaro,Women_Life_Freedom_2022,False,"Liverpool, Transfer, Utd",2,50,4.0
Le Figaro,Women_Life_Freedom_2022,False,"Meloni, Nigeria, Philippines",1,50,2.0
Le Monde,Israeli_Womens_Protests_2023,False,"Abortion, Election, Labour",1,50,2.0
Le Monde,Israeli_Womens_Protests_2023,False,"Asian, Schools, Students",1,50,2.0
Le Monde,Israeli_Womens_Protests_2023,False,"Biden, Death, France",20,50,40.0
Le Monde,Israeli_Womens_Protests_2023,False,"Bill gates, Coronavirus, Vaccine",5,50,10.0
Le Monde,Israeli_Womens_Protests_2023,False,"Boat, Border, Migrants",1,50,2.0
Le Monde,Israeli_Womens_Protests_2023,False,"Guerre, Krieg, Ukraine",20,50,40.0
Le Monde,Israeli_Womens_Protests_2023,False,"Lisa, Mario batali, Sexual misconduct",1,50,2.0
Le Monde,Israeli_Womens_Protests_2023,False,"Meloni, Nigeria, Philippines",1,50,2.0
Le Monde,Polish_Womens_Strike_2020,False,"Biden, Death, France",22,50,44.0
Le Monde,Polish_Womens_Strike_2020,False,"Bill gates, Coronavirus, Vaccine",3,50,6.0
Le Monde,Polish_Womens_Strike_2020,False,"Elon musk, Tiktok, Twitter",1,50,2.0
Le Monde,Polish_Womens_Strike_2020,False,"Guerre, Krieg, Ukraine",24,50,48.0
Le Monde,Roe_Leak_Protests_2022,False,"Biden, Death, France",19,50,38.0
Le Monde,Roe_Leak_Protests_2022,False,"Elon musk, Tiktok, Twitter",1,50,2.0
Le Monde,Roe_Leak_Protests_2022,False,"Guerre, Krieg, Ukraine",29,50,58.0
Le Monde,Roe_Leak_Protests_2022,False,"Nato, Putin, Russians",1,50,2.0
Le Monde,Sarah_Everard_Vigils_2021,False,"Abortion, Election, Labour",1,50,2.0
Le Monde,Sarah_Everard_Vigils_2021,False,"Biden, Death, France",21,50,42.0
Le Monde,Sarah_Everard_Vigils_2021,False,"Bill gates, Coronavirus, Vaccine",5,50,10.0
Le Monde,Sarah_Everard_Vigils_2021,False,"Guerre, Krieg, Ukraine",23,50,46.0
Le Monde,Swiss_Womens_Strike_2019,False,"Biden, Death, France",29,50,58.0
Le Monde,Swiss_Womens_Strike_2019,False,"Carl, Comic relief, Katie",1,50,2.0
Le Monde,Swiss_Womens_Strike_2019,False,"Guerre, Krieg, Ukraine",19,50,38.0
Le Monde,Swiss_Womens_Strike_2019,False,"Meloni, Nigeria, Philippines",1,50,2.0
Le Monde,Women_Life_Freedom_2022,False,"Abortion, Election, Labour",1,50,2.0
Le Monde,Women_Life_Freedom_2022,False,"Biden, Death, France",15,50,30.0
Le Monde,Women_Life_Freedom_2022,False,"Boat, Border, Migrants",1,50,2.0
Le Monde,Women_Life_Freedom_2022,False,"Carl, Comic relief, Katie",2,50,4.0
Le Monde,Women_Life_Freedom_2022,False,"Climate change, Fiona, Hurricane",1,50,2.0
Le Monde,Women_Life_Freedom_2022,False,"Earnings, Earnings snapshot, Stocks",2,50,4.0
Le Monde,Women_Life_Freedom_2022,False,"Guerre, Krieg, Ukraine",18,50,36.0
Le Monde,Women_Life_Freedom_2022,False,"Launch, Nasa, Rocket",1,50,2.0
Le Monde,Women_Life_Freedom_2022,False,"Liverpool, Transfer, Utd",1,50,2.0
Le Monde,Women_Life_Freedom_2022,False,"Meloni, Nigeria, Philippines",4,50,8.0
Le Monde,Women_Life_Freedom_2022,False,"Missile, North korea, Taiwan",1,50,2.0
Le Monde,Women_Life_Freedom_2022,False,"Nato, Putin, Russians",3,50,6.0
Reuters,Israeli_Womens_Protests_2023,False,"Abortion, Election, Labour",5,50,10.0
Reuters,Israeli_Womens_Protests_2023,False,"Biden, Death, France",17,50,34.0
Reuters,Israeli_Womens_Protests_2023,False,"Boat, Border, Migrants",1,50,2.0
Reuters,Israeli_Womens_Protests_2023,False,"Cia, Jet, Spy",1,50,2.0
Reuters,Israeli_Womens_Protests_2023,False,"Climate change, Fiona, Hurricane",2,50,4.0
Reuters,Israeli_Womens_Protests_2023,False,"Earnings, Earnings snapshot, Stocks",7,50,14.0
Reuters,Israeli_Womens_Protests_2023,False,"Gift, Halloween, Star sign",1,50,2.0
Reuters,Israeli_Womens_Protests_2023,False,"Guerre, Krieg, Ukraine",4,50,8.0
Reuters,Israeli_Womens_Protests_2023,False,"Harvey, Sentenced, Teen",1,50,2.0
Reuters,Israeli_Womens_Protests_2023,False,"Launch, Nasa, Rocket",1,50,2.0
Reuters,Israeli_Womens_Protests_2023,False,"Liverpool, Transfer, Utd",4,50,8.0
Reuters,Israeli_Womens_Protests_2023,False,"Meloni, Nigeria, Philippines",4,50,8.0
Reuters,Israeli_Womens_Protests_2023,False,"Nato, Putin, Russians",2,50,4.0
Reuters,Roe_Leak_Protests_2022,False,"Abortion, Election, Labour",4,50,8.0
Reuters,Roe_Leak_Protests_2022,False,"Biden, Death, France",14,50,28.0
Reuters,Roe_Leak_Protests_2022,False,"Bill gates, Coronavirus, Vaccine",1,50,2.0
Reuters,Roe_Leak_Protests_2022,False,"Boat, Border, Migrants",3,50,6.0
Reuters,Roe_Leak_Protests_2022,False,"Carl, Comic relief, Katie",1,50,2.0
Reuters,Roe_Leak_Protests_2022,False,"Cia, Jet, Spy",2,50,4.0
Reuters,Roe_Leak_Protests_2022,False,"Climate change, Fiona, Hurricane",3,50,6.0
Reuters,Roe_Leak_Protests_2022,False,"Draft, Nba, Rangers",1,50,2.0
Reuters,Roe_Leak_Protests_2022,False,"Earnings, Earnings snapshot, Stocks",6,50,12.0
Reuters,Roe_Leak_Protests_2022,False,"Elon musk, Tiktok, Twitter",1,50,2.0
Reuters,Roe_Leak_Protests_2022,False,"Guerre, Krieg, Ukraine",3,50,6.0
Reuters,Roe_Leak_Protests_2022,False,"Harvey, Sentenced, Teen",1,50,2.0
Reuters,Roe_Leak_Protests_2022,False,"Launch, Nasa, Rocket",1,50,2.0
Reuters,Roe_Leak_Protests_2022,False,"Liverpool, Transfer, Utd",3,50,6.0
Reuters,Roe_Leak_Protests_2022,False,"Missile, North korea, Taiwan",2,50,4.0
Reuters,Roe_Leak_Protests_2022,False,"Nato, Putin, Russians",4,50,8.0
Reuters,Women_Life_Freedom_2022,False,"Abortion, Election, Labour",2,50,4.0
Reuters,Women_Life_Freedom_2022,False,"Biden, Death, France",11,50,22.0
Reuters,Women_Life_Freedom_2022,False,"Bill gates, Coronavirus, Vaccine",1,50,2.0
Reuters,Women_Life_Freedom_2022,False,"Boat, Border, Migrants",1,50,2.0
Reuters,Women_Life_Freedom_2022,False,"Carl, Comic relief, Katie",2,50,4.0
Reuters,Women_Life_Freedom_2022,False,"Cia, Jet, Spy",2,50,4.0
Reuters,Women_Life_Freedom_2022,False,"Climate change, Fiona, Hurricane",3,50,6.0
Reuters,Women_Life_Freedom_2022,False,"Draft, Nba, Rangers",2,50,4.0
Reuters,Women_Life_Freedom_2022,False,"Earnings, Earnings snapshot, Stocks",1,50,2.0
Reuters,Women_Life_Freedom_2022,False,"Guerre, Krieg, Ukraine",6,50,12.0
Reuters,Women_Life_Freedom_2022,False,"Launch, Nasa, Rocket",1,50,2.0
Reuters,Women_Life_Freedom_2022,False,"Liverpool, Transfer, Utd",6,50,12.0
Reuters,Women_Life_Freedom_2022,False,"Meloni, Nigeria, Philippines",3,50,6.0
Reuters,Women_Life_Freedom_2022,False,"Missile, North korea, Taiwan",1,50,2.0
Reuters,Women_Life_Freedom_2022,False,"Nato, Putin, Russians",8,50,16.0
Rolling Stone,Israeli_Womens_Protests_2023,False,"Abortion, Election, Labour",3,50,6.0
Rolling Stone,Israeli_Womens_Protests_2023,False,"Best online, Classes, Oxford",2,50,4.0
Rolling Stone,Israeli_Womens_Protests_2023,False,"Biden, Death, France",21,50,42.0
Rolling Stone,Israeli_Womens_Protests_2023,False,"Boat, Border, Migrants",1,50,2.0
Rolling Stone,Israeli_Womens_Protests_2023,False,"Carl, Comic relief, Katie",18,50,36.0
Rolling Stone,Israeli_Womens_Protests_2023,False,"Elon musk, Tiktok, Twitter",3,50,6.0
Rolling Stone,Israeli_Womens_Protests_2023,False,"Harvey, Sentenced, Teen",1,50,2.0
Rolling Stone,Israeli_Womens_Protests_2023,False,"Missile, North korea, Taiwan",1,50,2.0
Rolling Stone,Women_Life_Freedom_2022,False,"Abortion, Election, Labour",2,50,4.0
Rolling Stone,Women_Life_Freedom_2022,False,"Asian, Schools, Students",1,50,2.0
Rolling Stone,Women_Life_Freedom_2022,False,"Biden, Death, France",20,50,40.0
Rolling Stone,Women_Life_Freedom_2022,False,"Cancels, Floyd, John",1,50,2.0
Rolling Stone,Women_Life_Freedom_2022,False,"Carl, Comic relief, Katie",17,50,34.0
Rolling Stone,Women_Life_Freedom_2022,False,"Draft, Nba, Rangers",1,50,2.0
Rolling Stone,Women_Life_Freedom_2022,False,"Earnings, Earnings snapshot, Stocks",1,50,2.0
Rolling Stone,Women_Life_Freedom_2022,False,"Elon musk, Tiktok, Twitter",1,50,2.0
Rolling Stone,Women_Life_Freedom_2022,False,"Guerre, Krieg, Ukraine",3,50,6.0
Rolling Stone,Women_Life_Freedom_2022,False,"Harvey, Sentenced, Teen",1,50,2.0
Rolling Stone,Women_Life_Freedom_2022,False,"Lisa, Mario batali, Sexual misconduct",1,50,2.0
Rolling Stone,Women_Life_Freedom_2022,False,"Liverpool, Transfer, Utd",1,50,2.0
Spiegel Online,Israeli_Womens_Protests_2023,False,"Biden, Death, France",23,50,46.0
Spiegel Online,Israeli_Womens_Protests_2023,False,"Elon musk, Tiktok, Twitter",1,50,2.0
Spiegel Online,Israeli_Womens_Protests_2023,False,"Guerre, Krieg, Ukraine",22,50,44.0
Spiegel Online,Israeli_Womens_Protests_2023,False,"Launch, Nasa, Rocket",2,50,4.0
Spiegel Online,Israeli_Womens_Protests_2023,False,"Liverpool, Transfer, Utd",1,50,2.0
Spiegel Online,Israeli_Womens_Protests_2023,False,"Missile, North korea, Taiwan",1,50,2.0
Spiegel Online,Polish_Womens_Strike_2020,False,"Abortion, Election, Labour",1,50,2.0
Spiegel Online,Polish_Womens_Strike_2020,False,"Biden, Death, France",13,50,26.0
Spiegel Online,Polish_Womens_Strike_2020,False,"Elon musk, Tiktok, Twitter",1,50,2.0
Spiegel Online,Polish_Womens_Strike_2020,False,"Guerre, Krieg, Ukraine",35,50,70.0
Spiegel Online,Roe_Leak_Protests_2022,False,"Abortion, Election, Labour",1,50,2.0
Spiegel Online,Roe_Leak_Protests_2022,False,"Biden, Death, France",13,50,26.0
Spiegel Online,Roe_Leak_Protests_2022,False,"Bill gates, Coronavirus, Vaccine",1,50,2.0
Spiegel Online,Roe_Leak_Protests_2022,False,"Draft, Nba, Rangers",1,50,2.0
