Topic,Count,Name,Representation,Representative_Docs,event_label,is_sparse_event,min_topic_size_used
-1,4,-1_help_full_power_brutal,"['help', 'full', 'power', 'brutal', 'china', '', '', '', '', '']","[""China's Communist Party inserts Xi into party constitution"", 'Xi accrues power, worrying critics and delighting supporters', ""Despondent, tormented and begging for help: the brutal account of Theresa May's dinner with Jean-Claude Juncker in full""]",MeToo_Protests_2017,True,7
0,71,0_father_warns_real_united,"['father', 'warns', 'real', 'united', 'staff', 'running', 'japan', 'injury', 'yellow', 'brutal']","['North Korea warns ‘lunatic’ Donald Trump is running ‘headlong into ruin’ after he puts nuke bomber on 24/7 sta', 'Now is the time for Japan, the US and China to take a united stand against North Korea', ""Brian Moore's Full Contact: 'There is no chance that Dylan Hartley committed a red card offence, it was a borderline yellow'""]",MeToo_Protests_2017,True,7
1,26,1_drama_england_win_tackle,"['drama', 'england', 'win', 'tackle', 'real', 'japan', 'fallen', 'exclusive', 'chance', 'red']","['England U17 vs Japan U17 LIVE', 'Red Star Belgrade vs Arsenal LIVE: Follow all the Europa League drama', ""Arsene Wenger believes 'luxury' of attacking options gives Arsenal best ever chance at winning League Cup""]",MeToo_Protests_2017,True,7
2,21,2_crisis_warns_fallen_yellow,"['crisis', 'warns', 'fallen', 'yellow', 'attack', 'power', 'running', 'staff', 'reveals', 'father']","['Council leader gives himself pay rise after declaring he is running a multi-million pound empire', ""Fallen soldier's father receives promised $25G personal check from Trump"", 'Exclusive: Sports minister Tracey Crouch warns FA could lose funds and bidding power']",MeToo_Protests_2017,True,7
3,17,3_lose_season_playing_patrick,"['lose', 'season', 'playing', 'patrick', 'injury', 'challenge', 'big', 'top', 'life', '']","['Fantasy Football Week 8: Playing the waiver wire', 'Chargers lose Slauson for season', 'Colts lose rookie S Hooker to season-ending knee injury']",MeToo_Protests_2017,True,7
