Topic,Count,Name,Representation,Representative_Docs,event_label,is_sparse_event,min_topic_size_used
-1,175,-1_free_boris johnson_stay_night,"['free', 'boris johnson', 'stay', 'night', 'netflix', 'seekers', 'judge', 'ban', 'business', 'plan']","['Huge Tory split as Scots Tory boss Douglas Ross demands Boris Johnson keep Universal Credit £20 per week', 'Summit to save Christmas: Boris Johnson under pressure to replace three-tier system and adopt nationwide rules', 'BANK OF AMERICA: Buy these 6 food stocks best-positioned for stay-at-home Halloween celebrations as towns curb trick-or-treating']",Polish_Womens_Strike_2020,False,15
0,374,0_spiegel politik_france_video_premier,"['spiegel politik', 'france', 'video', 'premier', 'sector', 'paul', 'shutdown', 'pays', 'joe biden', 'donald trump']","['Islamismus in Frankreich: Der Terror wirkt - eine Analyse - DER SPIEGEL - Politik', '""Dieses Video hat mich fast das Leben gekostet"" - DER SPIEGEL - Politik', 'Podcast zu US-Wahlen 2020: Ist Donald Trump wirklich der schlechteste Präsident der USA? - DER SPIEGEL - Politik']",Polish_Womens_Strike_2020,False,15
1,109,1_win_warns_trump biden_stop,"['win', 'warns', 'trump biden', 'stop', 'vote', 'joe', 'house', 'wisconsin', 'coney barrett', 'magufuli']","[""Donald Trump warns Michigan voters that Joe Biden's energy plan would ruin the state's economy"", '9 upcoming Supreme Court cases where Amy Coney Barrett could be the deciding vote', 'What’s on TV this weekend: Joe Biden and Donald Trump face off on Spitting Image: US Election Special']",Polish_Womens_Strike_2020,False,15
2,68,2_old_children_accused_deaths,"['old', 'children', 'accused', 'deaths', 'won', 'wisconsin', 'author', 'prison', 'case', 'hospital']","[""Former Miss America Leanza Cornett’s pal says 'we all believed she would beat this' before tragic death"", 'Illinois authorities have turned a 17-year-old accused in Kenosha shootings over to Wisconsin author', 'Tributes paid to mum & two young children found dead at Dublin home as police investigate deaths']",Polish_Womens_Strike_2020,False,15
3,58,3_coronavirus_restrictions_deaths_tier,"['coronavirus', 'restrictions', 'deaths', 'tier', 'belgium', 'covid cases', 'pandemic', 'hospital', 'health', 'workers']","['Belgium announces second coronavirus lockdown, closing all non-essential shops', ""Europe's coronavirus cases are rising. But what about COVID-19 deaths?"", 'Restaurants see a new wave of coronavirus restrictions as U.S. cases hit record high']",Polish_Womens_Strike_2020,False,15
4,35,4_halloween_moon_festival_christmas,"['halloween', 'moon', 'festival', 'christmas', 'pandemic', 'meaning behind', 'trick treating', 'children', 'halloween covid', 'popularity']","['Samhain 2020: Meaning behind the Pagan festival that inspired Halloween, and what the traditions around it are', 'What is a blue moon? Meaning behind October 2020 Halloween full moon, and how often it happens', 'Around 75% of US parents are still planning to take their kids trick-or-treating Halloween despite pandemic']",Polish_Womens_Strike_2020,False,15
5,32,5_nobby stiles_stiles_nobby_england,"['nobby stiles', 'stiles', 'nobby', 'england', 'dancing', 'fans', 'tributes paid', 'league', 'nations', 'magic']","['Passing of Nobby Stiles reinforces calls for neurological disease in football to be investigated as an industrial illness', 'Remembering Nobby Stiles: Tough and uncompromising but the nation’s 1966 dancing hero was one of us', 'Tributes paid to England World Cup-winner Nobby Stiles']",Polish_Womens_Strike_2020,False,15
6,30,6_tech_apple_companies_wall street,"['tech', 'apple', 'companies', 'wall street', 'execs', 'real', 'investors', 'james', 'salaries', 'top talent']","['Stocks making the biggest moves midday: Twitter, Facebook, Apple, Amazon & more', 'Morgan Stanley pinpoints 18 real-estate stocks that are beating the market this year even as the broader sector underperforms — including the sub-sectors benefiting from the coronavirus crisis', ""Wall Street sees a long-awaited rotation into value stocks if Biden wins — Here's how to play it""]",Polish_Womens_Strike_2020,False,15
7,21,7_crisis_remain_cymru_council,"['crisis', 'remain', 'cymru', 'council', 'john', 'leads', 'suspension', 'issues', 'leaves', 'row']","['Plaid Cymru calls party review into anti-Semitism', 'Labour crisis deepens as key figures including Angela Rayner face anti-Semitism investigations', 'Labour anti-Semitism report: row over Jeremy Corbyn’s suspension is not yet enough to lead to full civil war']",Polish_Womens_Strike_2020,False,15
